K_eff,Time
1.22066046,0.0
1.21470854,2.0
1.18809705,54.0
1.14915865,154.0
1.11208423,254.0
1.08016565,354.0
1.05343047,454.0
1.03069629,554.0
1.01124588,654.0
0.99449153,754.0
0.97978489,854.0
