K_eff,Burnup (GWd/MTIHM)
1.22066046,0.0
1.21470854,0.062
1.18809705,1.6640000000000001
1.14915865,4.745
1.11208423,7.827000000000001
1.08016565,10.908
1.05343047,13.989
1.03069629,17.070999999999998
1.01124588,20.152
0.99449153,23.233
0.97978489,26.315
