Fuel,U-235,Xe-135,Efficiency,Poison Fraction
0.290052,0.153394,0.000872167,0.04,0.005685796054604482
0.296949,0.150952,0.0008608,1.0,0.005702474958927341
0.309796,0.143738,0.000879246,5.0,0.006117004549945039
0.325492,0.13496,0.000918558,7.0,0.006806149970361589
0.343153,0.126192,0.000977245,8.0,0.007744112146570306
0.363929,0.115994,0.00107612,10.0,0.00927737641602152
0.395194,0.101813,0.00128836,15.0,0.012654179721646546
0.459357,0.0768148,0.00197316,25.0,0.025687237355301318
