Fuel,U-235,Xe-135,Efficiency,Poison Fraction
0.478278,0.120267,0.00201384,0.04,0.01674474294694305
0.509777,0.100714,0.00174149,1.0,0.01729143912465
0.594757,0.0569524,0.00118759,5.0,0.020852325801897727
0.642308,0.0321871,0.000917662,7.0,0.028510241680673308
0.671907,0.0181946,0.000748874,8.0,0.041159135128005016
0.692146,0.00949629,0.000628789,10.0,0.06621417416696417
0.70813,0.00385854,0.000510782,15.0,0.13237701306711863
0.714892,0.00106506,0.000413901,25.0,0.38861754267365217
