Value Index,EBIN,UBINS,CBINS,MBINS,LBINS,RBINS,ZBINS,YBINS,XBINS,Mean Value,Stat. Error,Mean_E_Norm,Energy (eV),Energy (MeV)
193.0,193.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.6767,0.00147,0.12072633050917168,5700.0,0.005699999999999999
194.0,194.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.7641,0.00146,0.12144525787612075,8030.0,0.008029999999999999
195.0,195.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.8115,0.00165,0.12183515669984372,9500.0,0.0095
196.0,196.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.8595,0.00153,0.12222999095171508,13000.0,0.013
197.0,197.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.9478,0.00162,0.12295632146088675,17000.0,0.016999999999999998
198.0,198.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.9985,0.00161,0.12337336513942586,20000.0,0.02
199.0,199.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.8808,0.00135,0.12240519865098298,30000.0,0.03
200.0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.3358,0.00133,0.12614789833018017,45000.0,0.045
201.0,201.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.1652,0.00206,0.11651887801266761,50000.0,0.049999999999999996
202.0,202.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.5822,0.0031,0.11994900057579996,52000.0,0.052
203.0,203.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.4997,0.00193,0.1274960927860492,60000.0,0.06
204.0,204.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.7549,0.00166,0.12959529489183186,73000.0,0.073
205.0,205.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.9438,0.00384,0.13114913218721724,75000.0,0.075
206.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.1437,0.00206,0.1327934523319898,82000.0,0.08199999999999999
207.0,207.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0138,0.00313,0.13172493213786296,85000.0,0.08499999999999999
208.0,208.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.6847,0.0017,0.1207921362178169,100000.0,0.09999999999999999
209.0,209.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0205,0.00161,0.12355433083820022,128300.0,0.1283
210.0,210.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.8025,0.00179,0.12998683885827098,149000.0,0.149
211.0,211.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.7396,0.00149,0.12946944147404787,200000.0,0.19999999999999998
212.0,212.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.8243,0.00159,0.12194044583367607,270000.0,0.26999999999999996
213.0,213.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.2398,0.00178,0.12535822982643746,330000.0,0.32999999999999996
214.0,214.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.4213,0.00179,0.1350769104219791,400000.0,0.39999999999999997
215.0,215.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0038,0.00275,0.13986838858270953,420000.0,0.42
216.0,216.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.1245,0.00295,0.1408612322118944,440000.0,0.44
217.0,217.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0115,0.00243,0.14815744015793372,470000.0,0.47
218.0,218.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.5882,0.00331,0.15290120917989636,492000.0,0.492
219.0,219.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.5807,0.00179,0.15283951632804146,550000.0,0.5499999999999999
220.0,220.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0771,0.00322,0.15692276054947768,573000.0,0.573
221.0,221.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0111,0.00292,0.15637986345315455,600000.0,0.6
222.0,222.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.3076,0.00186,0.15881878752981823,670000.0,0.6699999999999999
223.0,223.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.6796,0.00528,0.1618787529818212,679000.0,0.6789999999999999
224.0,224.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.8588,0.00234,0.1633528008554742,750000.0,0.75
225.0,225.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.8513,0.00242,0.16329110800361932,820000.0,0.82
226.0,226.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.708,0.00316,0.16211236324751171,861100.0,0.8611
227.0,227.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.5797,0.00476,0.16105700419511393,875000.0,0.875
228.0,228.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.702,0.004,0.16206300896602782,900000.0,0.8999999999999999
229.0,229.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.4758,0.0047,0.16020235255408408,920000.0,0.9199999999999999
230.0,230.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.565,0.00228,0.16093608620547833,1010000.0,1.01
231.0,231.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.7819,0.00257,0.162720243481122,1100000.0,1.0999999999999999
232.0,232.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.5438,0.0026,0.1607617010775685,1200000.0,1.2
233.0,233.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0309,0.00349,0.15654273258205148,1250000.0,1.25
234.0,234.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.9301,0.00349,0.15571358065312166,1317000.0,1.317
235.0,235.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.8521,0.00429,0.1550719749938307,1356000.0,1.3559999999999999
236.0,236.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0419,0.00406,0.15663321543143868,1400000.0,1.4
237.0,237.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.1828,0.00282,0.1577922184749527,1500000.0,1.5
238.0,238.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.818,0.00236,0.14656576458007733,1850000.0,1.8499999999999999
239.0,239.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0673,0.00236,0.12393929423377478,2354000.0,2.354
240.0,240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0364,0.00457,0.10723369252282637,2479000.0,2.479
241.0,241.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.75898,0.00322,0.0802745743193222,3000000.0,3.0
242.0,242.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.09387,0.00346,0.05012642921773464,4304000.0,4.303999999999999
243.0,243.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.70837,0.00689,0.03872970305173974,4800000.0,4.8
244.0,244.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.90256,0.00683,0.023875627210660524,6434000.0,6.433999999999999
245.0,245.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.13041,0.01255,0.009298428888706096,8187000.0,8.187
246.0,246.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.314468,0.02473,0.0025867236982808264,10000000.0,10.0
247.0,247.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0742144,0.04202,0.0006104663979600231,12840000.0,12.84
248.0,248.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0139022,0.15678,0.00011435551534095583,13840000.0,13.84
249.0,249.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00784304,0.28451,6.451460064160567e-05,14550000.0,14.549999999999999
250.0,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00361563,0.29786,2.9741136793616848e-05,15680000.0,15.68
251.0,251.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0022206,0.36067,1.8266019577198323e-05,17330000.0,17.33
252.0,252.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000308384,1.0,2.536678456856132e-06,20000000.0,20.0
