Fuel,U-233,Xe-135,Efficiency,Poison Fraction
0.450667,0.0588849,0.00227373,0.04,0.03861312492676391
0.476293,0.0554136,0.00238122,1.0,0.04297176144484386
0.537662,0.0465436,0.00270578,5.0,0.05813430847635336
0.571307,0.0410964,0.00276872,7.0,0.06737135126191103
0.582714,0.0388963,0.0027403,8.0,0.07045143111298505
0.590477,0.0373683,0.0027336,10.0,0.07315291303056334
0.60066,0.0356235,0.00278098,15.0,0.07806588347579548
0.615413,0.0332228,0.00294409,25.0,0.08861655248805038
