Group No,Upper Energy (eV),Critical Flux,Inf. Med. Flux.,Critical Adj. Flux,Inf. Med. Adj. Flux,E_norm,E_Reverse,C_Reverse,Energy (MeV)
216,0.55,0.007363,0.007363,0.001423,0.001423,0.2942845723421263,0.14108713029576336,0.0035299999999999997,0.44
217,0.5,0.009054000000000001,0.009054000000000001,0.001287,0.001287,0.36187050359712236,0.14800159872102317,0.003703,0.47
218,0.45,0.01127,0.01127,0.001151,0.001151,0.4504396482813749,0.15291766586730615,0.003826,0.492
219,0.4,0.01329,0.01329,0.0021,0.0021,0.5311750599520384,0.15327737809752198,0.0038350000000000003,0.5499999999999999
220,0.375,0.01486,0.01486,0.001964,0.001964,0.5939248601119105,0.15739408473221425,0.0039380000000000005,0.573
221,0.35,0.01655,0.01655,0.0018280000000000002,0.0018280000000000002,0.6614708233413269,0.15683453237410072,0.003924,0.6
222,0.325,0.01832,0.01832,0.0016920000000000001,0.0016920000000000001,0.7322142286171063,0.15867306155075941,0.0039700000000000004,0.6699999999999999
223,0.3,0.02012,0.02012,0.001556,0.001556,0.8041566746602717,0.1624300559552358,0.004064,0.6789999999999999
224,0.275,0.02185,0.02185,0.0014199999999999998,0.0014199999999999998,0.8733013589128698,0.16378896882494004,0.004098,0.75
225,0.25,0.02335,0.02335,0.001284,0.001284,0.9332533972821742,0.16422861710631498,0.004109000000000001,0.82
226,0.225,0.02449,0.02449,0.0011480000000000001,0.0011480000000000001,0.9788169464428458,0.16358912869704237,0.004093,0.8611
227,0.2,0.02502,0.02502,0.0010119999999999999,0.0010119999999999999,1.0,0.16330935251798562,0.004086,0.875
228,0.175,0.02469,0.02469,0.0008766,0.0008766,0.986810551558753,0.16382893685051958,0.004099,0.8999999999999999
229,0.15,0.02323,0.02323,0.0007409,0.0007409,0.9284572342126299,0.16266986410871306,0.004070000000000001,0.9199999999999999
230,0.125,0.02069,0.02069,0.0006052000000000001,0.0006052000000000001,0.8269384492406074,0.16386890487609912,0.0041,1.01
231,0.1,0.0182,0.0182,0.001282,0.001282,0.7274180655475619,0.1657074340527578,0.004146,1.0999999999999999
232,0.09,0.0163,0.0163,0.001147,0.001147,0.6514788169464427,0.16386890487609912,0.0041,1.2
233,0.08,0.0141,0.0141,0.001011,0.001011,0.5635491606714628,0.15991207034372504,0.004001,1.25
234,0.07,0.01179,0.01179,0.0008759,0.0008759,0.4712230215827338,0.15995203836930458,0.004002,1.317
235,0.06,0.009387000000000001,0.009387000000000001,0.0007405000000000001,0.0007405000000000001,0.37517985611510796,0.16139088729016787,0.004038,1.3559999999999999
236,0.05,0.00698,0.00698,0.000605,0.000605,0.2789768185451639,0.16179056754596322,0.0040479999999999995,1.4
237,0.04,0.004644,0.004644,0.0004692,0.0004692,0.1856115107913669,0.16322941646682654,0.004084,1.5
238,0.03,0.003152,0.003152,0.0007921,0.0007921,0.12597921662669864,0.15699440447641885,0.003928,1.8499999999999999
239,0.0253,0.001301,0.001301,0.00014539999999999998,0.00014539999999999998,0.05199840127897682,0.1346123101518785,0.003368,2.354
240,0.01,0.0003707,0.0003707,0.00046879999999999996,0.00046879999999999996,0.014816147082334133,0.11107114308553157,0.002779,2.479
241,0.0075,0.0001947,0.0001947,0.0003326,0.0003326,0.007781774580335731,0.08597122302158273,0.002151,3.0
242,0.005,0.0001038,0.0001038,0.0006042,0.0006042,0.004148681055155875,0.05139888089528377,0.001286,4.303999999999999
243,0.004,6.338e-05,6.338e-05,0.00046849999999999995,0.00046849999999999995,0.0025331734612310153,0.04028776978417266,0.001008,4.8
244,0.003,3.966e-05,3.966e-05,0.0007391,0.0007391,0.0015851318944844126,0.024924060751398885,0.0006236000000000001,6.433999999999999
245,0.0025,2.664e-05,2.664e-05,0.0006037000000000001,0.0006037000000000001,0.0010647482014388488,0.009092725819344524,0.0002275,8.187
246,0.002,1.564e-05,1.564e-05,0.0004683,0.0004683,0.0006250999200639488,0.002551958433253397,6.385e-05,10.0
247,0.0015,8.025e-06,8.025e-06,0.000604,0.000604,0.00032074340527577937,0.0006414868105515587,1.605e-05,12.84
248,0.0012,4.629e-06,4.629e-06,0.0007394,0.0007394,0.00018501199040767385,0.0001228617106314948,3.0739999999999997e-06,13.84
249,0.001,2.481e-06,2.481e-06,0.00046879999999999996,0.00046879999999999996,9.916067146282973e-05,6.418864908073541e-05,1.606e-06,14.549999999999999
250,0.00075,1.0140000000000002e-06,1.0140000000000002e-06,0.0003328,0.0003328,4.0527577937649886e-05,3.119904076738609e-05,7.806e-07,15.68
251,0.0005,8.482999999999999e-08,8.482999999999999e-08,8.412e-05,8.412e-05,3.3904876099120696e-06,4.636290967226219e-06,1.1599999999999999e-07,17.33
252,0.0001,1.939e-10,1.939e-10,5.948e-05,5.948e-05,7.749800159872103e-09,0.0,0.0,20.0
