K_eff,Burnup (GWd/MTIHM)
1.59549074,0.0
1.59530148,0.032
1.59126027,0.7959999999999999
1.58486636,2.26
1.58116019,3.7230000000000003
1.57830768,5.187
1.57601271,6.651
1.57400871,8.113999999999999
1.57230277,9.578
1.57055686,11.040999999999999
1.56884129,12.505
1.56713978,13.969000000000001
1.56544011,15.432
1.56373695,16.896
1.5618909,18.36
1.56219639,19.823
1.55814004,21.287
1.55854407,22.75
