K_eff,Burnup (GWd/MTIHM)
1.59549074,0.0
1.59530163,0.032
1.59126753,0.7959999999999999
1.58487325,2.26
1.58116725,3.7230000000000003
1.57831455,5.187
1.57602007,6.651
1.57401579,8.113999999999999
1.57231029,9.578
1.57056429,11.040999999999999
1.56884907,12.505
1.56714765,13.969000000000001
1.56544798,15.432
1.56374462,16.896
1.56189896,18.36
1.56220442,19.823
1.55814796,21.287
1.55855202,22.75
