Fuel,U-235,Xe-135,Efficiency,Poison Fraction
0.519363,0.0945068,0.000345906,0.01,0.0036601175788408876
0.518238,0.0946441,0.000347526,0.02,0.003671924610197572
0.519114,0.0945475,0.000346248,0.04,0.003662159232131997
0.519819,0.0944827,0.00034597,0.08,0.0036617285492476404
0.519649,0.0944265,0.000345192,0.16,0.003655668694699052
