,time,xe135,kr86,u235,u238,u233,th232,pu239,Steps,xe135_error,kr86_error,u235_error,u238_error,u233_error,th232_error,pu239_error
0,730,0.008619330297600002,2.3996999124,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,1,0.04520795660036151,0.0005672149744752823,0.0,0.0,0.0,0.0,0.0
1,730,0.0086179699235,2.3996999124,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,104,0.04535864978902956,0.0005672149744752823,0.0,0.0,0.0,0.0,0.0
2,730,0.008620690671700001,2.4010602865,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,106,0.04505726341169365,0.0011344299489505646,0.0,0.0,0.0,0.0,0.0
3,730,0.008623411419900001,2.4024206606000003,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,108,0.044755877034357947,0.0017016449234260318,0.0,0.0,0.0,0.0,0.0
4,730,0.008624771794000001,2.4024206606000003,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,110,0.044605183845690094,0.0017016449234260318,0.0,0.0,0.0,0.0,0.0
5,730,0.008624771794000001,2.4024206606000003,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,112,0.044605183845690094,0.0017016449234260318,0.0,0.0,0.0,0.0,0.0
6,730,0.0086261321681,2.4037810347,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,114,0.044454490657022235,0.0022688598979013143,0.0,0.0,0.0,0.0,0.0
7,730,0.0086261321681,2.4037810347,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,116,0.044454490657022235,0.0022688598979013143,0.0,0.0,0.0,0.0,0.0
8,730,0.008628852916299999,2.4037810347,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,132,0.044153104279686724,0.0022688598979013143,0.0,0.0,0.0,0.0,0.0
9,730,0.008637015160900001,2.4051414088000005,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,164,0.04324894514767921,0.0028360748723767816,0.0,0.0,0.0,0.0,0.0
10,730,0.008656060398299999,2.4051414088000005,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,228,0.04113924050632925,0.0028360748723767816,0.0,0.0,0.0,0.0,0.0
11,730,0.0087907374342,2.4051414088000005,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,356,0.02622061482820974,0.0028360748723767816,0.0,0.0,0.0,0.0,0.0
12,730,0.0090274425276,2.3983395383,9.138993203799999e-20,5.3775588173000006e-20,1.5793943300999998e-19,5.2578458965e-20,1.6446922869000002e-19,612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
