,time,tc99,tc99m,mo99,nb95,ru103,rh105,Steps,tc99_error,tc99m_error,mo99_error,nb95_error,ru103_error,rh105_error
0,730,8.748565837100001,0.0032853034515,0.041028882856,0.62481982413,0.36294780988,0.0042674935517,1,1.2788802267895114,0.6078561917443408,0.002326354270521832,0.0441009320300067,0.004518072289156707,0.019830949284785373
1,730,8.748565837100001,0.0032853034515,0.041028882856,0.62468378672,0.36294780988,0.0042661331776,8,1.2788802267895114,0.6078561917443408,0.002326354270521832,0.04387360763809943,0.004518072289156707,0.019505851755526632
2,730,8.7716921968,0.0032880241997,0.041042486597,0.62495586154,0.36294780988,0.0042702142999,10,1.2849043231750534,0.6091877496671104,0.0026586905948820455,0.04432825642191397,0.004518072289156707,0.02048114434330306
3,730,8.6547000242,0.0032880241997,0.041042486597,0.62495586154,0.36308384729,0.0042742954222,12,1.2544294826364284,0.6091877496671104,0.0026586905948820455,0.04432825642191397,0.004894578313252971,0.021456436931079275
4,730,8.653339650100001,0.0032907449479,0.041042486597,0.62495586154,0.3632198847,0.004278376544499999,14,1.2540751240255144,0.6105193075898802,0.0026586905948820455,0.04432825642191397,0.005271084337349389,0.022431729518855494
5,730,8.646537779600001,0.0032948260702,0.041042486597,0.62481982413,0.3632198847,0.0042824576668000006,16,1.252303330970943,0.6125166444740345,0.0026586905948820455,0.0441009320300067,0.005271084337349389,0.023407022106632126
6,730,8.6370151609,0.0033002675666000004,0.041056090338000006,0.62468378672,0.3632198847,0.004271574674,18,1.2498228206945432,0.615179760319574,0.002991026919242428,0.04387360763809943,0.005271084337349389,0.020806241872561797
7,730,8.6234114199,0.0033070694371000004,0.041056090338000006,0.62454774931,0.3632198847,0.004271574674,20,1.2462792345854006,0.6185086551264981,0.002991026919242428,0.043646283246192165,0.005271084337349389,0.020806241872561797
8,730,8.4601665279,0.0033682862715999997,0.041069694079,0.6227792629800001,0.36335592210999995,0.0042797369186,36,1.2037562012756913,0.6484687083888147,0.003323363243602472,0.04069106615139801,0.005647590361445654,0.02275682704811444
9,730,8.0221260677,0.0034499087176,0.041056090338000006,0.61584135507,0.36308384729,0.004138258012199999,68,1.0896527285613042,0.6884154460719041,0.002991026919242428,0.029097522164128108,0.004894578313252971,0.011053315994798585
10,730,6.8848533200999995,0.0032200054947,0.041042486597,0.6124404198200001,0.36294780988,0.004002220602200001,132,0.7934089298369951,0.5758988015978693,0.0026586905948820455,0.023414412366446886,0.004518072289156707,0.04356306892067603
11,730,5.3993248029,0.0028186951351999996,0.041001675374,0.60754307306,0.36240366024,0.0042348445733,260,0.4064493267186393,0.37949400798934724,0.001661681621801236,0.015230734257785681,0.003012048192771036,0.012028608582574802
12,730,3.8389757101999997,0.0020432818982,0.040933656669,0.5984285665900001,0.36131536096,0.0041845107316,516,0.0,0.0,0.0,0.0,0.0,0.0
