,time,tc99,tc99m,mo99,nb95,ru103,rh105,Steps,tc99_error,tc99m_error,mo99_error,nb95_error,ru103_error,rh105_error
0,730,8.687349002600001,0.0032853034515,0.041028882856,0.62468378672,0.36294780988,0.0042674935517,1,1.283160529138363,0.61,0.002326354270521832,0.04411095952705764,0.004518072289156707,0.019830949284785373
1,730,8.687349002600001,0.0032853034515,0.041028882856,0.62468378672,0.36294780988,0.0042661331776,104,1.283160529138363,0.61,0.002326354270521832,0.04411095952705764,0.004518072289156707,0.019505851755526632
2,730,8.714556484600001,0.0032880241997,0.041042486597,0.62481982413,0.36294780988,0.0042702142999,106,1.2903110475509478,0.6113333333333334,0.0026586905948820455,0.04433833560709404,0.004518072289156707,0.02048114434330306
3,730,8.6016454343,0.0032880241997,0.041042486597,0.62495586154,0.36308384729,0.0042742954222,108,1.2606363961387201,0.6113333333333334,0.0026586905948820455,0.04456571168713044,0.004894578313252971,0.021456436931079275
4,730,8.6016454343,0.0032907449479,0.041042486597,0.62495586154,0.3632198847,0.004278376544499999,110,1.2606363961387201,0.6126666666666667,0.0026586905948820455,0.04456571168713044,0.005271084337349389,0.022431729518855494
5,730,8.597564312000001,0.0032948260702,0.041042486597,0.62481982413,0.3632198847,0.0042824576668000006,112,1.2595638183768327,0.6146666666666667,0.0026586905948820455,0.04433833560709404,0.005271084337349389,0.023407022106632126
6,730,8.5894020674,0.0033002675666000004,0.041056090338000006,0.62468378672,0.3632198847,0.004271574674,114,1.257418662853057,0.6173333333333335,0.002991026919242428,0.04411095952705764,0.005271084337349389,0.020806241872561797
7,730,8.5771587005,0.0033070694371000004,0.041056090338000006,0.6244117119,0.3632198847,0.004271574674,116,1.254200929567394,0.6206666666666668,0.002991026919242428,0.04365620736698484,0.005271084337349389,0.020806241872561797
8,730,8.416634556700004,0.0033682862715999997,0.041069694079,0.6227792629800001,0.36335592210999995,0.0042797369186,132,1.2120128709331437,0.6506666666666665,0.003323363243602472,0.040927694406548414,0.005647590361445654,0.02275682704811444
9,730,7.9785940965,0.0034499087176,0.041056090338000006,0.61570531766,0.36308384729,0.004138258012199999,164,1.0968895244905257,0.6906666666666667,0.002991026919242428,0.02910413824465656,0.004894578313252971,0.011053315994798585
10,730,6.8440420971,0.0032200054947,0.041042486597,0.6124404198200001,0.36294780988,0.004002220602200001,228,0.7987129066857349,0.578,0.0026586905948820455,0.023647112323783526,0.004518072289156707,0.04356306892067603
11,730,5.359873953999999,0.002815974387,0.041001675374,0.60740703565,0.36240366024,0.0042348445733,356,0.4086521272792277,0.37999999999999995,0.001661681621801236,0.015234197362437293,0.003012048192771036,0.012028608582574802
12,730,3.8049663576999997,0.00204056115,0.040933656669,0.5982925291800001,0.36131536096,0.0041845107316,612,0.0,0.0,0.0,0.0,0.0,0.0
