,time,tc99,tc99m,mo99,nb95,ru103,rh105,Steps,tc99_error,tc99m_error,mo99_error,nb95_error,ru103_error,rh105_error
0,730,8.7376828443,0.0032853034515,0.041015279115,0.62468378672,0.36294780988,0.0042674935517,1,1.2752391073326244,0.6025215660252154,0.0019940179461614494,0.043636363636363674,0.004518072289156707,0.019830949284785373
1,730,8.7376828443,0.0032853034515,0.041028882856,0.62468378672,0.36294780988,0.0042661331776,44,1.2752391073326244,0.6025215660252154,0.002326354270521832,0.043636363636363674,0.004518072289156707,0.019505851755526632
2,730,8.7648903263,0.0032880241997,0.041042486597,0.62481982413,0.36294780988,0.0042702142999,46,1.2823237690400278,0.603848706038487,0.0026586905948820455,0.043863636363636424,0.004518072289156707,0.02048114434330306
3,730,8.651979276,0.0032880241997,0.041042486597,0.62495586154,0.36308384729,0.0042742954222,48,1.2529224229543037,0.603848706038487,0.0026586905948820455,0.04409090909090917,0.004894578313252971,0.021456436931079275
4,730,8.653339650100001,0.0032907449479,0.041042486597,0.62495586154,0.3632198847,0.004278376544499999,50,1.253276656039674,0.6051758460517584,0.0026586905948820455,0.04409090909090917,0.005271084337349389,0.022431729518855494
5,730,8.647898153700002,0.0032948260702,0.041042486597,0.62481982413,0.3632198847,0.0042824576668000006,52,1.2518597236981934,0.6071665560716655,0.0026586905948820455,0.043863636363636424,0.005271084337349389,0.023407022106632126
6,730,8.639735909099999,0.0033002675666000004,0.041056090338000006,0.62468378672,0.3632198847,0.004271574674,54,1.2497343251859716,0.6098208360982084,0.002991026919242428,0.043636363636363674,0.005271084337349389,0.020806241872561797
7,730,8.6274925422,0.0033070694371000004,0.041056090338000006,0.62454774931,0.3632198847,0.004271574674,56,1.2465462274176404,0.6131386861313869,0.002991026919242428,0.043409090909090925,0.005271084337349389,0.020806241872561797
8,730,8.468328772500001,0.0033669258975000003,0.041069694079,0.6227792629800001,0.36335592210999995,0.0042797369186,72,1.2051009564293305,0.6423357664233577,0.003323363243602472,0.04045454545454559,0.005647590361445654,0.02275682704811444
9,730,8.033009060500001,0.0034485483435,0.041056090338000006,0.61584135507,0.36308384729,0.004138258012199999,104,1.0917463691108749,0.6821499668214996,0.002991026919242428,0.02886363636363643,0.004894578313252971,0.011053315994798585
10,730,6.897096687,0.0032213658688,0.041042486597,0.6124404198200001,0.36294780988,0.004002220602200001,168,0.7959617428267797,0.5713337757133377,0.0026586905948820455,0.023181818181818317,0.004518072289156707,0.04356306892067603
11,730,5.4074870475,0.0028227762575,0.041001675374,0.60754307306,0.36240366024,0.0042348445733,296,0.40807651434643966,0.3769077637690775,0.001661681621801236,0.014999999999999989,0.003012048192771036,0.012028608582574802
12,730,3.840336084300001,0.0020500837687,0.040933656669,0.598564604,0.36131536096,0.0041845107316,552,0.0,0.0,0.0,0.0,0.0,0.0
