Fuel,U-235,Xe-135,Efficiency,Poison Fraction
0.526569,0.0915567,0.00318038,0,0.03474
0.524136,0.0917548,0.000613513,0.05,0.00669
0.524064,0.0918129,0.000339097,0.1,0.00369
0.52367,0.091791,0.000287925,0.12,0.00314
0.52344,0.0919253,0.00023441,0.15,0.00255
0.52334,0.091865,0.0001792,0.2,0.00195
0.523673,0.0919151,9.21E-05,0.4,0.00100
0.523777,0.0918895,6.20E-05,0.6,0.00068
0.523422,0.0919264,4.68E-05,0.8,0.00051
0.523325,0.0920244,3.75E-05,1,0.00041
