K_eff,Burnup (GWd/MTIHM)
1.29323956,0.0
1.20069341,5.761
1.08608947,18.562
1.00700306,32.644
0.96860777,46.725
0.95008021,60.806999999999995
0.93904863,74.889
0.9306391,88.97
0.92341992,103.052
0.91646021,117.134
0.9098355,131.215
