K_eff,Burnup (GWd/MTIHM)
1.29323956,0.0
1.20092908,5.761
1.08632119,18.562
1.00722147,32.644
0.96881954,46.725
0.95028503,60.806999999999995
0.93925254,74.889
0.93084096,88.97
0.92354051,103.052
0.91665254,117.134
0.91003452,131.215
