K_eff,Burnup (GWd/MTIHM)
1.29323956,0.0
1.19801877,5.761
1.0835304,18.562
1.00461335,32.644
0.96631299,46.725
0.94782488,60.806999999999995
0.93681597,74.889
0.92842891,88.97
0.92122158,103.052
0.91427008,117.134
0.90765202,131.215
