K_eff,Time
1.29323956,0.0
1.19801877,150.0
1.0835304,483.33
1.00461335,850.0
0.96631299,1216.67
0.94782488,1583.33
0.93681597,1950.0
0.92842891,2316.67
0.92122158,2683.33
0.91427008,3050.0
0.90765202,3416.67
