K_eff,Time
1.29323956,0.0
1.20069341,150.0
1.08608947,483.33
1.00700306,850.0
0.96860777,1216.67
0.95008021,1583.33
0.93904863,1950.0
0.9306391,2316.67
0.92341992,2683.33
0.91646021,3050.0
0.9098355,3416.67
