K_eff,Time
1.29323956,0.0
1.19538913,150.0
1.08107025,483.33
1.00236459,850.0
0.96417082,1216.67
0.94572797,1583.33
0.9347498,1950.0
0.92646128,2316.67
0.91919664,2683.33
0.91224949,3050.0
0.90563927,3416.67
