K_eff,Time
1.29323956,0.0
1.19914318,150.0
1.08449072,483.33
1.00550454,850.0
0.96716064,1216.67
0.94866179,1583.33
0.93764523,1950.0
0.92924732,2316.67
0.92194795,2683.33
0.91515313,3050.0
0.90847058,3416.67
