K_eff,Burnup (GWd/MTIHM)
1.29323956,0.0
1.16595623,5.761
1.05084053,18.562
0.97166931,32.644
0.93189277,46.725
0.9115568,60.806999999999995
0.89891501,74.889
0.88919415,88.97
0.88071362,103.052
0.87283461,117.134
0.86541703,131.215
