K_eff,Burnup (GWd/MTIHM)
1.29323956,0.0
1.19538913,5.761
1.08107025,18.562
1.00236459,32.644
0.96417082,46.725
0.94572797,60.806999999999995
0.9347498,74.889
0.92646128,88.97
0.91919664,103.052
0.91224949,117.134
0.90563927,131.215
