K_eff,Time
1.29323956,0.0
1.19956338,150.0
1.08499848,483.33
1.00597863,850.0
0.96761898,1216.67
0.94911093,1583.33
0.93808717,1950.0
0.9296857,2316.67
0.92238803,2683.33
0.91550764,3050.0
0.90889378,3416.67
