K_eff,Time
1.29323956,0.0
1.20083988,150.0
1.08623181,483.33
1.00713993,850.0
0.96873969,1216.67
0.95021016,1583.33
0.93917186,1950.0
0.93076391,2316.67
0.92346255,2683.33
0.91657911,3050.0
0.90995726,3416.67
