K_eff,Time
1.29323956,0.0
1.20092908,150.0
1.08632119,483.33
1.00722147,850.0
0.96881954,1216.67
0.95028503,1583.33
0.93925254,1950.0
0.93084096,2316.67
0.92354051,2683.33
0.91665254,3050.0
0.91003452,3416.67
