Fuel,U-235,Xe-135,Efficiency,Poison Fraction
0.351495,0.136006,0.000819479,0.01,0.006025315059629723
0.351674,0.13602,0.000818507,0.02,0.006017548889869137
0.351609,0.135999,0.000819357,0.04,0.006024728123000905
0.351509,0.136043,0.000819661,0.08,0.006025014149937887
0.351821,0.135944,0.000819874,0.16,0.00603096863414347
