Fuel,U-233,Xe-135,Efficiency,Poison Fraction
0.599112,0.036378,0.0171914,0.0,0.4725768321513002
0.593649,0.036785,0.0047588,0.05,0.1293679488922115
0.592892,0.0368517,0.0027616,0.1,0.07493819823780178
0.592187,0.0368953,0.00195015,0.15,0.052856325873485245
0.592181,0.0369108,0.00150336,0.2,0.040729542572905494
0.591974,0.0369333,0.000786676,0.4,0.021299910920497222
0.591987,0.0369311,0.000532274,0.6,0.014412622423919136
0.591729,0.0369391,0.000402424,0.8,0.010894255680295405
0.591318,0.0369713,0.000323879,1.0,0.00876028162385418
