Fuel,U-235,Xe-135,Efficiency,Poison Fraction
0.611292,0.0502604,0.00399146,0.0,0.07941560353678044
0.605003,0.0510631,0.000459551,0.05,0.008999669036936653
0.605405,0.0510028,0.000243409,0.1,0.0047724634725936615
0.605701,0.0509477,0.000165633,0.15,0.003251039791786479
0.604062,0.0510406,0.000126348,0.2,0.0024754411194225774
0.605572,0.0509602,6.34374e-05,0.4,0.0012448420532101523
0.605324,0.0509733,4.27295e-05,0.6,0.0008382721934816855
0.605243,0.0510342,3.20804e-05,0.8,0.0006286059152489898
0.604726,0.0510884,2.58841e-05,1.0,0.0005066531737145809
