K_eff,Burnup (GWd/MTIHM)
1.62502328,0.0
1.60715663,4.622
1.59388407,14.892999999999999
1.58014849,26.191
1.56596564,37.489000000000004
1.5514497,48.788000000000004
1.5367465,60.086000000000006
1.52185627,71.384
1.506889,82.682
1.49175853,93.98
1.47649884,105.279
