K_eff,Burnup (GWd/MTIHM)
1.62502328,0.0
1.60808459,4.622
1.59477218,14.892999999999999
1.58106127,26.191
1.56690194,37.489000000000004
1.55241317,48.788000000000004
1.53773854,60.086000000000006
1.52287771,71.384
1.50794402,82.682
1.49284764,93.98
1.47762573,105.279
