K_eff,Burnup (GWd/MTIHM)
1.62502328,0.0
1.60844979,4.622
1.59512124,14.892999999999999
1.58141973,26.191
1.56727007,37.489000000000004
1.55279147,48.788000000000004
1.53812971,60.086000000000006
1.52328041,71.384
1.50835914,82.682
1.49327782,93.98
1.47807117,105.279
