K_eff,Time
1.62502328,0.0
1.59261122,150.0
1.57825932,483.33
1.56193781,850.0
1.54492748,1216.67
1.5273409,1583.33
1.5094604,1950.0
1.4913969,2316.67
1.47319312,2683.33
1.45492072,3050.0
1.4365232,3416.67
