K_eff,Time
1.62502328,0.0
1.60751453,150.0
1.59422595,483.33
1.58050026,850.0
1.56632557,1216.67
1.55182072,1583.33
1.53712804,1950.0
1.52224857,2316.67
1.50729469,2683.33
1.49217694,3050.0
1.47693174,3416.67
