K_eff,Time
1.62502328,0.0
1.60838788,150.0
1.595062,483.33
1.58135896,850.0
1.56720747,1216.67
1.55272712,1583.33
1.53806329,1950.0
1.52321214,2316.67
1.50828865,2683.33
1.49320477,3050.0
1.47799484,3416.67
