K_eff,Time
1.62502328,0.0
1.60649582,150.0
1.59325093,483.33
1.57949956,850.0
1.56529951,1216.67
1.55076513,1583.33
1.5360409,1950.0
1.52112995,2316.67
1.50614038,2683.33
1.49098505,3050.0
1.47570018,3416.67
