K_eff,Burnup (GWd/MTIHM)
1.62502328,0.0
1.60649582,4.622
1.59325093,14.892999999999999
1.57949956,26.191
1.56529951,37.489000000000004
1.55076513,48.788000000000004
1.5360409,60.086000000000006
1.52112995,71.384
1.50614038,82.682
1.49098505,93.98
1.47570018,105.279
