K_eff,Time
1.62502328,0.0
1.60715663,150.0
1.59388407,483.33
1.58014849,850.0
1.56596564,1216.67
1.5514497,1583.33
1.5367465,1950.0
1.52185627,2316.67
1.506889,2683.33
1.49175853,3050.0
1.47649884,3416.67
