K_eff,Burnup (GWd/MTIHM)
1.62502328,0.0
1.60751453,4.622
1.59422595,14.892999999999999
1.58050026,26.191
1.56632557,37.489000000000004
1.55182072,48.788000000000004
1.53712804,60.086000000000006
1.52224857,71.384
1.50729469,82.682
1.49217694,93.98
1.47693174,105.279
