K_eff,Time
1.62502328,0.0
1.6082855,150.0
1.59496406,483.33
1.58125858,850.0
1.56710414,1216.67
1.55262078,1583.33
1.53795348,1950.0
1.52309918,2316.67
1.50817252,2683.33
1.49308408,3050.0
1.47787033,3416.67
