K_eff,Burnup (GWd/MTIHM)
1.22066046,0.0
1.18784812,0.93
1.16293482,2.995
1.13395722,5.267
1.10653164,7.539
1.08168048,9.812000000000001
1.0594676,12.084000000000001
1.03975764,14.356
1.02193485,16.628
1.0057221,18.9
0.99091074,21.171999999999997
