K_eff,Time
1.22066046,0.0
1.18784812,150.0
1.16293482,483.33
1.13395722,850.0
1.10653164,1216.67
1.08168048,1583.33
1.0594676,1950.0
1.03975764,2316.67
1.02193485,2683.33
1.0057221,3050.0
0.99091074,3416.67
