K_eff,Time
1.22066046,0.0
1.19996069,150.0
1.17575226,483.33
1.14729883,850.0
1.12042468,1216.67
1.09611391,1583.33
1.07442534,1950.0
1.05513924,2316.67
1.0378479,2683.33
1.02203917,3050.0
1.00767661,3416.67
