K_eff,Burnup (GWd/MTIHM)
1.22066046,0.0
1.20025255,0.93
1.17602835,2.995
1.14755367,5.267
1.12066335,7.539
1.09634,9.812000000000001
1.07464045,12.084000000000001
1.05534438,14.356
1.03804365,16.628
1.02222809,18.9
1.00785886,21.171999999999997
