K_eff,Time
1.22066046,0.0
1.19892506,150.0
1.17476923,483.33
1.14639218,850.0
1.11955693,1216.67
1.09530561,1583.33
1.07365646,1950.0
1.05440451,2316.67
1.03714702,2683.33
1.02136029,3050.0
1.0070239,3416.67
