K_eff,Time
1.22066046,0.0
1.20025255,150.0
1.17602835,483.33
1.14755367,850.0
1.12066335,1216.67
1.09634,1583.33
1.07464045,1950.0
1.05534438,2316.67
1.03804365,2683.33
1.02222809,3050.0
1.00785886,3416.67
