K_eff,Burnup (GWd/MTIHM)
1.22066046,0.0
1.19983583,0.93
1.1756337,2.995
1.14718919,5.267
1.12032113,7.539
1.09601587,9.812000000000001
1.07433298,12.084000000000001
1.05505066,14.356
1.03776393,16.628
1.02195744,18.9
1.00759829,21.171999999999997
