K_eff,Burnup (GWd/MTIHM)
1.22066046,0.0
1.19892506,0.93
1.17476923,2.995
1.14639218,5.267
1.11955693,7.539
1.09530561,9.812000000000001
1.07365646,12.084000000000001
1.05440451,14.356
1.03714702,16.628
1.02136029,18.9
1.0070239,21.171999999999997
