K_eff,Time
1.22066046,0.0
1.20027302,150.0
1.17604735,483.33
1.14757364,850.0
1.12067968,1216.67
1.09635557,1583.33
1.07465534,1950.0
1.05535858,2316.67
1.038057,2683.33
1.02224122,3050.0
1.0078714,3416.67
