K_eff,Time
1.22066046,0.0
1.19983583,150.0
1.1756337,483.33
1.14718919,850.0
1.12032113,1216.67
1.09601587,1583.33
1.07433298,1950.0
1.05505066,2316.67
1.03776393,2683.33
1.02195744,3050.0
1.00759829,3416.67
