K_eff,Time
1.22066046,0.0
1.20015336,150.0
1.17593442,483.33
1.14746675,850.0
1.12058269,1216.67
1.09626336,1583.33
1.07456776,1950.0
1.05527457,2316.67
1.03797683,2683.33
1.02216419,3050.0
1.00779683,3416.67
