K_eff,Burnup (GWd/MTIHM)
1.22066046,0.0
1.19959226,0.93
1.1754043,2.995
1.14697612,5.267
1.12011537,7.539
1.09582864,9.812000000000001
1.07415521,12.084000000000001
1.05488009,14.356
1.0376006,16.628
1.02180046,18.9
1.00744682,21.171999999999997
