Burnup (GWd/MTIHM),Off-gas Eff: 0,Off-gas Eff: 5,Off-gas Eff: 10,Off-gas Eff: 12,Off-gas Eff: 15,Off-gas Eff: 20,Off-gas Eff: 40,Off-gas Eff: 60,Off-gas Eff: 80,Off-gas Eff: 100,Eff: 0 pcm,Eff: 5 pcm,Eff: 10 pcm,Eff: 12 pcm,Eff: 15 pcm,Eff: 20 pcm,Eff: 40 pcm,Eff: 60 pcm,Eff: 80 pcm,Eff: 100 pcm,5-0,10-0,12-0,15-0,20-0,40-0,60-0,80-0,100-0,10-5,12-5,15-5,20-5,40-5,60-5,80-5,100-5
0.0,1.22066046,1.22066046,1.22066046,1.22066046,1.22066046,1.22066046,1.22066046,1.22066046,1.22066046,1.22066046,18077.13670024177,18077.13670024177,18077.13670024177,18077.13670024177,18077.13670024177,18077.13670024177,18077.13670024177,18077.13670024177,18077.13670024177,18077.13670024177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31,1.20388535,1.20961123,1.21023244,1.21034675,1.2104652,1.21058553,1.21077976,1.21084707,1.21088136,1.21090189,16935.61185041416,17328.80985240191,17371.244816408984,17379.04860735157,17387.133475625735,17395.345044310907,17408.596258662277,17413.18744736278,17415.526158566016,17416.926320925963,393.1980019877519,435.6329659948242,443.4367569374117,451.52162521157516,459.73319389674725,472.9844082481177,477.57559694861993,479.91430815185595,481.31447051180294,42.43496400707227,50.23875494965978,58.32362322382323,66.53519190899533,79.78640626036577,84.37759496086801,86.71630616410403,88.11646852405102
1.5959999999999999,1.18611461,1.19142161,1.19199878,1.19210801,1.19221972,1.19233705,1.19252058,1.1925848,1.1926171,1.19263675,15691.11521187653,16066.655866683494,16107.29668699829,16114.983574349115,16122.843530888751,16131.0973268842,16144.004827153594,16148.520423872575,16150.791398178013,16152.172905958156,375.5406548069641,416.18147512176074,423.86836247258543,431.7283190122216,439.9821150076714,452.8896152770649,457.4052119960452,459.67618630148354,461.0576940816263,40.640820314796656,48.32770766562135,56.18766420525753,64.4414602007073,77.34896047010079,81.8645571890811,84.13553149451946,85.51703927466224
3.548,1.16247033,1.16759252,1.16813495,1.16823684,1.16834198,1.16845141,1.16862304,1.16868311,1.16871351,1.16873194,13976.299076811716,14353.682224685706,14393.45257155434,14400.918909559474,14408.62203718811,14416.638001232765,14429.20721467206,14433.605530587323,14435.83124148192,14437.18052233603,377.3831478739903,417.1534947426244,424.61983274775775,432.3229603763939,440.33892442104843,452.90813786034414,457.3064537756072,459.5321646702032,460.8814455243137,39.77034686863408,47.236684873767445,54.93981250240358,62.95577654705812,75.52498998635383,79.92330590161691,82.14901679621289,83.49829765032337
