Fuel,U-233,Xe-135,Efficiency,Poison Fraction
0.508288,0.050022,0.00295202,0.04,0.05901443364919436
0.538659,0.0462784,0.00300918,1.0,0.0650234234545706
0.56187,0.0429467,0.00292035,5.0,0.06799940391229128
0.574014,0.0406168,0.00280881,7.0,0.06915389690965315
0.582155,0.038933,0.00275559,8.0,0.07077774638481493
0.589912,0.0373961,0.00274851,10.0,0.07349723634282719
0.599923,0.035661,0.00279173,15.0,0.07828524158043802
0.614939,0.0332485,0.00295215,25.0,0.0887904717506053
